,0,1,2,3,4,5,6,7,8,9,10,11
826,Rbm8a2,Ms4a4b,Atoh1,Rhob,Ccn1,Tmem132a,Irf5,Lyrm7,Tmem164,Pln,Fam49a,Tmod2
827,Lat,Chil1,Zfp668,Chrdl1,Zc3h8,Muc4,Kcnq1ot1,Scn3a,Samsn1,Exph5,Cacna1c,C9orf72
828,Tm4sf4,Csta1,Tspyl3,Tek,Acaca,Col14a1,Lgi2,Srgap1,Arf2,Spib,Cdk14,Atxn3
829,Itgax,Ccr10,Asphd2,Mcm5,F13a1,Colq,C1qtnf9,Vcpip1,Ms4a1,Cp,Angptl7,Paqr7
830,Btbd9,Mga,Ptch2,Dusp26,Malt1,Rasd2,Dhdh,Cp,Akna,Tmem154,Fxyd4,Ackr3
831,9230112E08Rik,4930503L19Rik,Myct1,Hhip,Map4k2,Cadm3,Col20a1,Il17rb,Ifi209,Kif5c,Mars,Iigp1
832,Kansl2,Mettl14,Prpf4,Ccdc88a,Npnt,Ccdc88a,Sox10,Adamts7,Slit3,Megf6,Hspg2,Col12a1
833,Nup155,Siglecg,Dock2,Nts,Itgam,Creb5,Igtp,Icam1,Map4k1,Nr4a2,Casc4,Shank3
834,Fignl2,Cd40,4930503L19Rik,Map6,Gm28151,Unc5a,Sntb2,Npl,Sash3,Syngr1,Megf9,Rtp4
835,Celf6,Qpctl,Acap1,Mn1,Poglut2,Fat4,Trim35,Samsn1,Map3k15,E130317F20Rik,Rasgrp2,Dhx30
836,Fam50a,Bcas3,Dlk1,Fam219b,Snhg16,Zcchc18,Ccl19,Gpr132,Gramd2,Serpina9,Bmp1,Fbxl8
837,Gsta3,Npy,Gm28151,Sema3g,Scgb3a1,Lyz2,Polr3h,9430065F17Rik,Gpr132,Npy1r,Trf,Tnrc6a
838,Bcap29,Rasal3,Vcpip1,Ppfibp1,Smndc1,Egflam,Ets1,Gstk1,Naip5,Itga2b,Tm6sf1,Col18a1
839,Srgn,Sox17,Ets1,Ptprb,Zbtb11,Evl,Sertad4,Trim21,Trbc1,Klrb1b,Nkd1,Togaram1
840,Wipf1,Gm13261,Emilin2,Rab6b,Zfp503,Dmtn,Fcmr,Prune1,Mfap4,Car11,Grem1,Adssl1
841,Slc34a2,Gm10501,P2rx1,Cd74,Shisa3,Eda,Il2rg,F13a1,Gimap8,Cd2,Cck,Hs3st2
842,Mir17hg,Fabp4,Sln,Arf2,Ncald,Stom,Bicc1,Col15a1,Gm20522,Ptch2,Pcdh7,Adgre1
843,Osbpl8,Cr2,Prpf3,Megf6,Smoc2,Mest,Ap1m1,Itgam,Sema3g,Glipr1,Galnt18,Yeats2
844,Npm3,Gzma,Rab11fip2,Frem2,C2cd4b,Klf7,Spi1,E130317F20Rik,Btla,Plp1,Six5,C4bp
845,Gins3,Car5b,Cd19,Lrg1,Gsta3,Gm15401,Fcrls,Vill,Orc3,Sstr2,Hba-a1,Fgd5
846,Klrb1b,Fgr,Naip5,Amigo2,Lpin2,H2-DMa,Epdr1,Carmil3,Ncf4,Sema7a,Sorbs2,Rps6kb1
847,Cebpb,Lmln,Spire1,Chrna3,Gpr19,Fndc1,Gm1673,Lpl,Acap1,Sik1,Ly6m,Epdr1
848,Myct1,Rasgrp4,Basp1,S1pr1,Gtf2h4,Dlk1,Rbp2,Adnp2,Gpnmb,Chek1,Trim47,Pan3
849,Gbp6,Arl4c,Ms4a1,Cacna1d,Elk3,Wfdc18,Sell,Hck,Lrg1,Smoc2,Gpam,Calcrl
850,Ptprcap,Ighg1,Pcsk6,Rapgef3,Dcaf10,Rnf144b,Ncam1,Borcs5,Spaca6,Cckar,Kcna2,Mmd
851,Dip2c,Wnk4,Fcer2a,Fyn,Pik3cd,Khk,Ghr,Otulinl,Ikzf1,Aoc3,Lst1,Rprd1a
852,Grk3,Lat,Vpreb3,Klf7,Tdp1,Traf2,Car5b,Nlrc5,Cxcr6,Ltb,Ddr2,Rap2b
853,Cdc6,Xpo1,Bglap,Rtn1,Arl4c,Arhgdig,Tmem132a,Ms4a4c,Rfx5,BC034090,Sppl2b,Uros
854,Otulinl,Ccl25,Fam129a,Arhgdib,Adnp2,Htr2b,Utrn,Msr1,Klf2,Popdc2,Gm2a,Mettl14
855,Usp49,Ms4a4c,Tap1,Lrch2,Dna2,Ngf,Pacsin3,Gstp3,Rnase6,5830408C22Rik,Pxdc1,2900093K20Rik
856,Rbm15b,Zfp668,Uvssa,Gm1673,Birc6,Nav2,Egflam,Galk1,Scara5,Cntn1,Nnmt,5730480H06Rik
857,Bcl2a1a,Fcrl1,Ifitm6,Tmod2,Itgal,Chrna3,Agtpbp1,Tmem132a,Nfat5,Mapt,Ecscr,Cdk1
858,Zbtb48,Tgfbi,Slc35d3,Slc12a2,Ostm1,Slc46a1,Prpf40b,Arhgap4,Emp3,Acap1,Tmem132a,Zdhhc17
859,Scgb3a1,Abcd2,Bcas3,Spns2,Nav2,Itga2b,Tbc1d10c,Bmp2k,2010315B03Rik,Sgo2a,Lhfp,Evc2
860,Gm10501,Gpt2,Cetn4,Mmp9,Bmp2k,2810004N23Rik,Cd209a,Tnfrsf13c,Tnfrsf13c,Mycbpap,Dip2c,Sh3tc1
861,Hilpda,Lat2,Taf6l,Nptxr,Evi2a,Cyp2d34,Slc44a2,Ltb4r1,Lonrf1,Lat,Nkd2,Asb3
862,Dennd3,Gm28151,Foxn2,Evl,Tbp,Spink1,C1qtnf1,Syt15,Traf3ip3,Mmp7,Lrch2,Igf1r
863,Slc6a19,2900076A07Rik,Dok2,Gm1123,Pdlim5,Limd2,Syt11,Ms4a6b,Cd22,Metrn,Col1a2,Tgfbr3
864,Gimap8,Card11,Slc30a7,Nnat,Ltc4s,C1qtnf3,Slc6a13,Ighg1,Scai,Bag2,Abhd17a,Zscan20
865,Dock9,Rad50,Map4k1,P2rx2,Rnf34,Syn2,Efemp1,Il7r,Tead4,Scgn,Fam83d,Cav2
866,1700029I15Rik,Igflr1,Gpsm3,Resp18,Zcchc24,Scand1,Gstp3,Slc6a13,Sirt1,Il1b,Slit3,Il1rl1
867,Apoa1,Ncapg,Sap25,Sgcb,Znrf1,Cyp4f14,Hoxd10,Ceacam12,Cxcl13,Lrrk2,Galr2,Pla2g6
868,2810410L24Rik,Haao,Apol9b,Icam1,Zfp512,Ubiad1,Ackr1,Ssu2,Ms4a4c,Syp,Abcc1,Map3k5
869,Disp2,Kptn,Snhg16,Pcsk2,Scai,Tpd52l1,Apobec3,Cebpb,Haao,Peg3,Zdhhc17,Rbm33
870,Ffar2,Pfkfb3,Trim7,Hoxb5,Dtx3,Utp14a,Cd19,Vegfc,Mir142hg,Rasal3,Rbms2,Tbc1d10b
871,Gm28151,Bank1,Scai,Il3ra,Bcl2a1b,Cdhr2,Nnat,Nhej1,Sipa1,Ctla2b,Nexn,C1qtnf1
872,Cd72,Amdhd2,Fmnl1,Syp,Cyp2d26,Rit2,Apoa4,Dok3,Ccdc88a,Sema3g,Nrip2,Pclaf
873,Cxcr6,Adgrb1,Slc13a2,Ccbe1,Oxr1,Gjc2,Lcp1,Spon1,Baz1a,Tnfrsf23,Car4,Asb13
874,Rhoh,Dlk1,Dyrk1b,Tubb2b,Nhej1,Ramp2,AB124611,Aldoart1,Ip6k2,Galnt18,Rabl2,Zfp597
875,Ppwd1,Nfkbie,Dok3,Gprasp1,Gpsm3,Dpysl5,Ssbp2,Lilr4b,Def6,Pla2g2d,Ccdc88a,Kif23
876,Camk2n2,Rundc3a,Vamp1,Limd2,Sox18,Slc2a3,Nsg1,Exph5,Ssu2,Mapk10,Pmp22,Tbp
877,Esco2,Adssl1,Gfpt2,Ighg1,Sdf2l1,Dmkn,Srpk3,Bnip2,Ltb4r1,Gramd2,C3,Dpt
878,Slc27a2,Il22ra2,Ssu2,BC034090,Ifitm3,Celf2,Il3ra,Tnfaip2,1010001B22Rik,Fignl2,Bst2,Plet1
879,Flt3l,Pdyn,Samsn1,Lyz2,H2-Q6,Bex1,AW551984,Cd209g,Nuak1,C430042M11Rik,Nrgn,Espl1
880,Sgo2a,Stx18,Togaram1,Sppl2b,Tmem154,Mypop,Klhl21,Dennd4b,Zfp592,Utp14b,Rgs2,Neurl4
881,C430042M11Rik,Ints6l,S1pr1,Ptprz1,Tssk4,Tcf21,Wipf3,Gimap8,Trappc3,Dnajb5,Htra3,Ccl8
882,A230059L01Rik,Cdc6,Tmem259,Dse,Cbx6,Celf4,Pcbp3,Myo1g,Ackr1,Msrb3,Galk1,Zgpat
883,Gm15848,Ifitm6,Syt17,Ccl8,Serpina3g,Tbc1d10b,AI467606,Gata2,Armcx1,Gpr183,Ecm2,Pan2
884,Dclk1,Ccl7,Phkb,Cd36,Hs2st1,Fzd9,Col8a1,Ighg2c,Borcs5,Lax1,Tcf21,Gpc1
885,Il1b,Sag,Fcrla,Pde4b,Mgat4c,Frem2,Sox12,Ptprd,Ms4a4b,Apbb1ip,Rgs7bp,Cavin3
886,Rassf5,Pced1b,Trim39,Lrrc32,Prg2,Stmn4,Tent5c,Zfp58,B230354K17Rik,Dock2,Rnf150,Sox18
887,Ms4a7,Bmp2k,Ccl24,Sulf1,Ercc6,Ahi1,Dbh,Otud3,Ighg3,Ly6c2,Rnaseh2c,Mad2l1
888,Fgd5,Pld2,Def6,Cmah,Foxf2,Jchain,Zfp219,Mir142hg,Otud3,Fzd9,Bnip2,Tdp1
889,Hspe1,Npl,Sncaip,Glipr2,Gimap1,Reep1,Scand1,Arf2,Eda,Asb2,Dkk2,Armc1
890,Sik1,Arhgap4,Nos3,Mogs,Ikzf2,Vstm2l,Calb2,Il2rg,Trim21,Pbxip1,Celf2,Qtrt2
891,Rnf150,Blk,Cdh6,Kif5a,Hemk1,Lyve1,Il4i1,Cxcr6,Tctn3,Stox2,Egr1,Cdk5rap2
892,Phf21b,Traf3ip3,Rabl2,Spc24,Xpo4,Fbln5,Cps1,Ghrl,N4bp2os,Map6,Rcsd1,Ptpro
893,Pclo,Ccr7,Fap,C1qtnf9,Ap4b1,Slc44a2,Itga2b,Apc,Psip1,Rab11fip2,Trip6,Agfg1
894,Wdr5,Ces1f,Trmt9b,Calcb,Wnt4,Stxbp1,Tbl3,Acap1,Cd209a,Slc27a2,Nrep,Zfpm1
895,Ccl20,Ncf1,AI662270,Traf2,Itgb7,Sez6,Kptn,Neurod1,Ube2d1,H2-Ob,Ro60,C330018D20Rik
896,Thrsp,Upf3b,Cep63,Pitpnm1,Pkn3,Ptger1,Kcnab2,Fcrl1,Thbs3,Ly6d,Parp8,Abcd2
897,Ms4a4b,Ghr,Scgb3a1,Lyl1,Gimap5,Eef1a2,Hvcn1,Shank3,Tmem191c,Zfp992,Ly6g,Mtmr10
898,Hhex,Rhoh,Ifi203,Cmtm7,Foxk1,Lbp,Tmx4,Stx18,Pard3b,Card11,Tceal9,Adgrg6
899,Gal,Rnase6,Cd209f,Gjc2,Setx,Igtp,Spock2,Zfp592,Card11,Stum,Col23a1,Ddr2
900,Lcp2,Vav1,Gimap6,Galnt15,Plxnb1,Trim46,Plvap,Clca4b,Asb3,Rasl12,Ppfibp1,Ngfr
901,Gfi1,Mfng,Ublcp1,Kirrel,Cd93,Ltc4s,Bank1,Ackr3,Pdgfrb,Cd209f,Ndufa4l2,Emsy
902,Kit,Dennd3,Ly6c2,Unc5a,Baz1a,Cdh2,Hhatl,Fbln5,Ccdc88b,Rgma,Rtn4rl1,Reln
903,Ro60,N4bp2os,Tube1,Bcap29,Rad52,Igf1,Scoc,Fgd5,Lcp2,Klhl6,Casp12,Isg15
904,Cd48,Hspe1-rs1,Ccr7,Hopx,N4bp2os,P2rx2,Lrrk2,Ptprc,Runx3,Rasgrp3,Isg15,B3gnt5
905,Nrgn,Stox2,Pdyn,Fam118a,Itgax,Mef2c,Ccdc88a,Sla,Fcrl1,9230112E08Rik,Pik3cd,Galk1
906,Cadps,Sell,Iglv1,6330403K07Rik,Mzb1,Cep63,Tafa5,Ccdc85c,Il7r,Fgr,Mypop,Pnpt1
907,Ndc80,Irf4,Fcmr,Itga4,Themis2,Ppan,Sipa1,Scara5,Pld2,Ttll7,Enpp2,Arhgap22
908,Emb,Il10ra,Pfkfb3,Mcm3,Fktn,Dse,Steap4,Cxcl9,Prkd3,Ror1,Npy1r,Plvap
909,Gm15675,Clcf1,Rab26os,Col20a1,Duoxa2,Hp,Nrros,Taf6l,Celf4,Mcam,Rhoj,Vwf
910,Ints2,Taf6l,Arhgap45,Utrn,Dock10,Basp1,Kif26a,Itgb2,Ifitm6,Tnfrsf13b,Slc36a1,Jag2
911,Stt3a,Tnfrsf13c,C1qc,Ryr2,Gm7160,Sntb2,Fcer2a,Fignl2,Fcer2a,Ngb,Thyn1,Spon1
912,Celf3,Cyp2e1,Mir17hg,Magee1,Plcg2,Cnr1,Nos3,Dok2,K230015D01Rik,Sgk2,Abca8a,Pik3cb
913,Foxk1,Pcsk6,Tspan32,Sox12,Ube2d1,Fam219b,Rgl1,Rassf5,I830077J02Rik,Pamr1,Sspn,Hspbap1
914,Il22ra2,Pfas,Scn3a,A4gnt,Cfh,Dner,Flt3l,Psip1,Cd19,Tspan32,C1qc,Ptbp2
915,Aldoart1,Tspan32,Pfas,Cend1,Zfp760,Cdk14,Gm34030,Sema7a,Bach2,Clca3a2,Gjc1,Chst12
916,Flt3,Cd93,Adgra2,Ro60,2610008E11Rik,Zeb2,Bhlhe41,Flt3,Klhl6,Dact3,Gask1b,Asf1b
917,Sash3,Pstpip1,Ripor2,Sntb2,Cd3g,Cldn5,Pkn3,Csf2rb,Arhgap9,Spaca6,Snx7,Stx18
918,Clca4a,Tnfrsf13b,Adig,Dennd2a,Vcpip1,Ggh,Gfra2,Arsi,Greb1,Ripor2,Sertad4,Srek1
919,Rabl2,Snhg10,Tie1,Nol6,Phka2,Slc13a2,Eef1a2,Pla2g2d,Retn,Gm15675,Ngf,Plat
920,Ncapg,Zfp280d,Cd2,Etv4,Cdc6,Plk1,Pcsk1n,Lat,Fbxl8,Sult4a1,Vps13c,Gata2
921,Mad2l1,Scai,Gpm6a,Khk,Bmp3,Hist1h1c,Clic6,Itgb7,Npy,Def6,Lgi2,Lilr4b
922,Dna2,Olfr78,Scn11a,Fcna,Nckap1l,Vwf,Rab6b,Gnl3l,Stox2,Ly6h,Piezo1,Ints2
923,Cxcl9,Ikzf1,Mfng,Gcnt3,Arf2,Atf3,Cd93,Ccdc88b,Car5b,Aatk,Asap1,Cdh5
924,Tead4,Prg2,Ikbkb,Ngb,Nudt7,Dgat2,Neurl1a,Klf7,Prdm6,Adam8,Hspa1a,Impdh1
925,Akna,Jag2,Gfi1,Slc44a2,Gbp8,Rspo3,Map4k1,Dis3l,4930503L19Rik,Itprip,Tbc1d10b,Cfh
926,Nlrc5,Srgn,H2-DMb2,Fxyd7,Rprd1a,Bhlhe41,Tspan32,Pik3cb,Poglut1,Lcp2,Bcas3,Snhg5
927,Traf3ip3,Cadm1,Podxl2,Ephb3,Mir17hg,Rims3,Cxcl13,Cbr4,Rbm34,Celf6,Glipr1,Esam
928,Lilr4b,Slc6a13,Mapt,Hoxa11os,Tbc1d10c,Fyn,Ppm1l,Hhex,Yod1,Gm47283,Clba1,Apol9b
929,Fam57a,Inpp5d,Bod1l,Lcn2,Lrat,Podxl2,Ndrg4,Tnrc6b,Ikzf2,Cd209a,Nrtn,Serpinh1
930,Cd22,Lonrf1,Chil1,Gfap,Phf21b,Lcn2,P2rx1,Car5b,Atrn,Gjc1,Ccdc102a,Mgl2
931,Slc9a5,Ighg3,Cpne4,Adgrg6,Rfx5,Camp,Msln,Bin2,Abcd2,Timp3,Sall2,Khk
932,Pdyn,Togaram1,Traf2,Ppy,Gask1b,Rbms1,Cacna1d,Enpp3,Gpm6a,Notch4,Slc9a3r2,Rfx1
933,Smc2,Rcsd1,Irf4,Lsm2,Cep78,Iglv1,Col9a2,Zfpm1,Flt3,Apod,Nog,Zfp760
934,Fam193b,Nr4a2,Moxd1,Tnfrsf1b,Irf4,Tle2,Ms4a1,Emsy,Zc3h13,Lrg1,Agfg1,Tnrc6b
935,Sema4d,Zc3h8,Spock3,Slc51a,Myo1f,Necab2,Cyp2f2,Gimap1,Cr2,Smim1,Thbs4,Ccl2
936,E2f2,Zfp106,Htr4,Mmp2,Pla2g6,Slc7a4,Agtr1a,Swt1,Hoxa5,S100z,Eva1b,A230059L01Rik
937,Spaca6,Foxn2,Gm47283,H2-Q7,Cebpb,Kcnn4,Hmgn3,Vcam1,Gbp6,Tnfrsf11b,Zfp503,Tcf4
938,Fam98a,Cd22,Pitpnm1,Nefl,Prune1,Tnfrsf1b,Cacnb1,Fcrla,Vpreb3,Syngr3,Rims1,Mir17hg
939,Tdp1,Ifi203,Mab21l1,Adgrg3,Ms4a6b,Elavl4,Hoxa11os,Grk3,Gfpt2,Sulf1,Tle2,Tie1
940,Fap,Itgam,Cyp2c55,Scara5,Sorbs3,Kcnh3,Samsn1,Susd3,Jag1,Sox18,Ssh1,Mustn1
941,Mars,Otud3,Ccl8,B3gnt9,Ncf4,Ceacam10,Csf1,Pstpip1,Myo1g,Lyl1,A630023A22Rik,B3gnt9
942,Asf1b,Hspa1a,Hspe1-rs1,C2cd4b,Pter,mt-Nd6,Dock10,Tspan32,Mageh1,Satb1,Steap4,Zfp956
943,Acap1,Cetn4,Lax1,Nnmt,Celf2,Hsd11b1,Grik5,Smndc1,Dse,Islr,Crlf2,Abce1
944,Rpl4,Caskin1,Jph3,Crabp1,Bnip2,Btbd9,Iigp1,Jag2,Cd177,Kbtbd11,C1qtnf1,Armcx2
945,C2cd4b,Slc38a9,Ccdc85c,Gm48898,Ggt1,Ppfibp1,Tspyl4,Pik3ap1,Kcnq1ot1,Prkcb,Hba-a2,Folr2
946,Trmt9b,Podxl2,Grin1,Zcchc12,Ptch2,Fst,Tmod1,Gramd4,Phip,H2-Oa,Dnmt3a,Ccl12
947,Nuf2,H2-Q6,Nrros,Scd1,Adcy7,Kif22,Dusp26,Gm37305,Mfng,Ccl7,Hspa1b,Ret
948,Anpep,Msc,Zc3h8,Ampd2,Casp12,Slc27a1,Adgrg6,Cd209a,Hoxa2,Npl,Nol6,Podn
949,Cyp4f18,Gnl3l,Gm7160,Pcsk1,Asb3,Magee1,Mypop,Bhlhe41,2810410L24Rik,Sfrp5,Mdfic,Ripor3
950,Sgsm2,Iigp1,Gatm,C1qtnf1,Rgs14,Pld2,Gtf2h4,Rasgrp3,Slc27a2,Lonrf1,Afap1,AI838599
951,Cep78,Chek1,Shisa7,Podn,Pde1b,Sorbs3,Cdc42bpb,Trbc1,Mok,Hacd4,Fmnl1,Oxr1
952,P2rx1,Ghrl,Eda,Scand1,Axl,Apoc2,Cdo1,2010315B03Rik,Unc45b,Sash3,Cacna1d,Ighg2c
953,Card11,Cpne4,Uros,Steap4,Khk,Gprasp2,Cyp4f18,Mill2,Cp,Emilin2,Sh3pxd2b,Ints6l
954,Aurka,Fst,Pou3f3,Vegfc,Bcap29,Megf6,Map6,Myo1f,Zfp512,Nxn,Rassf2,Zcchc18
955,Sntb1,Hhex,Kcnq1ot1,Phox2b,Mgl2,Stc2,Abcd2,Scai,Cxcl9,Celf3,Adamtsl1,Cbx6
956,Kptn,Trbc1,E230001N04Rik,Poglut1,Plcg1,Snhg11,Lrrc32,Aif1,Dis3l,Gfra2,Vwf,Vcpip1
957,2410002F23Rik,Ccdc88b,Sall2,Htr2b,Tmigd1,Cplx1,Npy,AI467606,Rabl2,Fsd1l,Pf4,Zbtb38
958,Dnase1l3,Adrb2,Hs3st2,Hspa1b,Ifi203,AW551984,Jmjd7,Siglecg,Dmtf1,Itga5,Zfp512,Cenpe
959,Runx3,Lrp4,Cdk14,Tmem252,Map3k20,Cacnb1,Tmod2,H2-Q7,Lmln,Dna2,Utrn,Myct1
960,Tmem273,Myoc,Fabp1,Myzap,Sgo2a,Tmem130,Cckar,Selplg,Dhx30,Tbc1d31,Kif26a,Prg2
961,Kif21a,Aif1,Prdm6,Nr4a2,Rtn4rl1,Klf2,6330403K07Rik,Smpx,Fcmr,Pik3ap1,Togaram1,Kctd14
962,Chd6,Map3k15,H2-Q6,Chn1,Uvssa,Hpcal4,Elp3,Pf4,Fyn,Gm20939,Rab11fip2,Aurkb
963,Cxcl10,AI467606,Fam13c,Bhlhe41,Tnrc6b,Snapc4,Gpnmb,Fbxo46,Adgrg3,Camk2n2,Mpp3,C2cd2
964,Pla2g4c,Scgb3a1,Tmeff2,Noxa1,Klhl21,Bnip2,Vpreb3,Npy1r,Tmem132a,Pou2af1,Ecm1,Fads3
965,Mmp12,Acap1,Mndal,Pwwp3a,Ccl17,Myoc,Ghrl,Cd209f,Cetn4,Tff2,Adgre1,Ncapd3
966,Mcf2l,Elp6,Sik1,Ssh1,Pltp,Camk2n2,Creb5,Haao,Csf2rb,Tmem108,Trappc3,Gpm6a
967,Ikzf1,Tbc1d31,Pou2af1,Gm43305,Cp,Mmrn1,Gng3,Dock2,Dok3,Fnbp1,C1qb,Wnt4
968,Il7r,Tube1,Ntrk3,Folr2,Neurod1,Ablim2,Colq,Pcsk6,Ighd,Ctsw,Bod1l,Gamt
969,Adam8,Pik3ap1,Ccbe1,Nlgn3,Il2rg,Sv2a,Ltb4r1,Il3ra,Trpv6,Tafa5,BC034090,Kirrel
970,Tbc1d31,Samsn1,Grap,Irf7,Rabl2,Ppp1r1a,Ahi1,Cybrd1,H2-Q6,Dok3,Slc43a3,Slc9a3r2
971,Megf9,Arsi,Myl1,Creb3l4,Gbp6,Cd40,Wdfy4,Ifi209,Spi1,Hrh1,C1qa,Rhoj
972,Apoa4,Rfx5,Rad54b,Megf9,Zfp948,Syn1,Chil1,Cr2,Serpina3g,Vegfc,Tmem259,Snhg10
973,Mndal,Hp,Camp,Ror1,Chek1,Nog,Ifi203,Malt1,Vtn,4931414P19Rik,Bhlhe41,Sntb2
974,Cdk5rap2,Cd19,Acsl6,Gtf2h4,Tmem268,Car3,Kdm1b,Cacna1d,Exph5,Cry1,Mettl16,Fam98a
975,Cxcr5,Itga2b,Syt15,Nrip2,Col20a1,Nlgn3,Rogdi,Lpxn,Rassf5,K230015D01Rik,Csf1,Apoc2
976,Gata2,Yipf2,Pclo,Vstm2l,Tead4,Mcm5,Telo2,Nckap1l,Themis2,C1qtnf9,Spns2,Tbc1d31
977,Fam72a,Bmp4,Foxk1,Ccdc85c,Rfesd,Fxyd2,Dok3,Notch3,Blk,Gbp8,Serpina3n,2510046G10Rik
978,Serpina3g,AI662270,Cmtm7,Cyp4b1,Dip2c,Dtx1,Ccbe1,Cyp2e1,R3hdm2,Rbms3,Gjc2,Wdr6
979,Intu,Ccl2,Gimap5,Rprm,Hvcn1,Syt1,Vtn,Lyl1,Mettl14,Intu,Zfp219,Ptprb
980,Noxa1,Mpp3,Il4i1,Telo2,Pik3ap1,Clba1,Fat4,Ccl2,Gimap1,Myzap,Lars2,Sdc3
981,Shisa7,Tagap1,Rap2b,Cherp,Ciita,Syt4,Sppl2b,H2-Ob,Rasef,Peli3,Tle1,Ikzf2
982,Jag2,Tagap,Map4k2,Arhgdig,AI662270,Moxd1,Acpp,Bank1,Tmx4,Rasgrp4,Mn1,Lrrc32
983,Poglut2,Serpina3g,Rcan2,Myo5a,Ctsw,Sulf1,Ncf1,Sall2,Zscan20,Zfhx3,Trim46,Gm7160
984,Sla,Basp1,Fmo1,Itga2b,Gnl3l,Lhfpl5,Snn,Gbp8,Rac2,Cacna1d,Jmy,Egln3
985,Unc45b,Tspyl3,Cdc6,Fxyd2,Fgr,Dpp6,Klc1,1010001B22Rik,Adipoq,Gpihbp1,Pwwp3a,Poglut2
986,Vamp1,1010001B22Rik,1010001B22Rik,Pdgfrb,Gin1,Sdf2l1,Rac2,Wdfy4,Cybrd1,Iglv1,Map3k20,Casp12
987,Syt5,Hpf1,Arhgap9,Ahi1,Cd68,Cbr2,Anpep,Cxcr5,Mical1,Pstpip1,Rasd2,Dennd5b
988,Zfp956,Fcmr,Ttc9b,Nos3,Hinfp,Col9a2,Zfp523,Ifitm1,Arl5c,Npy4r,Dennd2a,Gcfc2
989,Tbc1d10c,Vpreb3,Fcrls,Mapk10,Ets1,Dyrk1b,Rasgrp3,Dennd4a,Ccl19,Lrrn2,Cckar,Srgap1
990,Dlk1,Ccl12,Brf1,Nav2,Lrrc66,Msln,Inpp5d,Adcy7,Arrb2,H2-DMb2,Rcc2,Fgf10
991,Cenpe,Yeats2,Sfrp4,Igtp,Ints2,Elk3,Scd1,Cd2,Zfp668,Nptxr,Sh3gl1,Ptch2
992,Fgfr4,Sall2,Pnliprp2,Fam57a,Cdh5,Fam118a,Dkk2,I830077J02Rik,Gzma,Fn1,Zfp532,Tm4sf1
993,Lrsam1,Ms4a1,Tmem154,Aldh1a1,Il1b,Neurl4,Tmem179,Mndal,Pip4k2b,Scara5,Aacs,Clca3a1
994,Cdca7,Gfpt2,Entpd1,2810004N23Rik,Irf5,Neu1,Pfkfb3,Bicc1,Lat,Map4k1,Podxl2,Sncaip
995,Poglut1,Cd209g,Fam50a,Prdm6,Dock2,Mmd2,Irgm2,Zfp532,Alg11,Esco2,Pdlim5,Lama5
996,Tpd52l1,Riox1,Svep1,Kcnq1ot1,C4b,Ap3b2,Klf15,Ctsw,Sln,Espl1,Igtp,Fap
997,Ghrl,Sncaip,Sfrp2,Dpep1,Pou2af1,Pltp,Ms4a4c,Gatm,1810026B05Rik,Napsa,Ccdc149,1110051M20Rik
998,Qpctl,AB124611,Card11,Ipo9,Map3k15,Ccdc184,Gatm,Npy,Rasgrp3,Alpi,Per1,Dusp14
999,Cr2,Uvrag,Tek,Pfkfb3,Rgl1,Slc10a4,Dmtn,AB124611,Khk,Gm7160,Wfdc2,Galnt18
1000,Sntb2,Thbs4,Dpysl5,Sox18,Zfp874a,Ngfr,Reep1,Zfp958,Ints2,Zbtb20,Vcam1,Bambi
1001,Fgr,Itga4,Caskin1,Rab11fip2,Bin2,Ace,Pip4k2b,Ctla2b,Upf2,Abcc8,Evc2,Cbx1
1002,Prc1,Pclo,C1qtnf9,Tm6sf1,Hoxa2,Gja4,Myct1,Adgre1,Bcap29,Spi1,Fmod,Pfas
1003,Igtp,Klf7,Carmil3,Dmtn,Fyn,Tnnt2,4930503L19Rik,4930503L19Rik,Shisa7,Ebf1,Kptn,Mageh1
1004,Hvcn1,Arl5c,Creb5,Syt15,Zfp384,Sfrp4,A230059L01Rik,Fcna,Adcy7,Papss2,Gatm,Dennd2a
1005,Chp2,Carmil3,Kcnt2,Pld2,Arhgap4,Nol6,Dmkn,Blk,Zfp958,1010001B22Rik,Rhob,Ulk2
1006,Ifitm6,Kcnt2,Olfml1,Dyrk1b,Adam8,Renbp,Ripor3,Flt3l,1600020E01Rik,Mypop,Igf2,Cdk14
1007,Def6,Gpnmb,Cyth4,Nhsl2,9230112E08Rik,Chga,Nuak1,Nr2f1,Rasal3,Cd40,Acta1,Gzma
1008,Tmem154,Spaca6,Sez6l,Kmt5c,Emsy,AI854703,Unc45b,Itga4,Gpr19,Spire1,Rcn1,Pcdh7
1009,Gtf2h4,Fcer2a,Vgf,Mageh1,Pecam1,Nefm,Foxk1,Efemp1,Mpp3,Myct1,Icam2,C3ar1
1010,Top2a,Adig,Ppp2r2c,Eef1a2,Gm20939,Spon1,Fes,Adgrg3,Bhlhe41,Agtpbp1,Rasa3,Fam118a
1011,Chek1,Il3ra,2610008E11Rik,Mypop,Intu,Pnliprp2,Fcrla,Fads3,Phf3,Itga4,Dpp10,1010001B22Rik
1012,Piwil4,Mill2,Dnajc6,Klf15,Limd2,Igf2,Ifitm6,Themis2,Bin1,Klf15,R3hdm2,Tmem132a
